Selection,View,Channel,Begin Time (s),End Time (s),Low Freq (Hz),High Freq (Hz),Delta Time (s),Delta Freq (Hz),Avg Power Density (dB FS/Hz),Begin File,End File,Beg File Samp (samples),End File Samp (samples),SNR NIST Quick (dB),predicted_label,confidence,score_mooring noise,score_marine mammal vocalization,score_background noise,score_dolphin click,score_ship noise,score_seismic airgun,cluster
2242,Spectrogram 1,1,4818.714463,4819.366242,0,9236.499,0.6518,9236.499,-74.57,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,1197726,1239440,18.62,dolphin click,0.993924797,9.78E-05,0.005952506,2.32E-05,0.993924797,1.65E-06,1.41E-07,dolphin click
2243,Spectrogram 1,1,4820.042162,4820.271492,0,11322.16,0.2293,11322.16,-71.87,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,1282698,1297376,16.58,dolphin click,0.900377154,0.095182024,0.002046187,0.002380682,0.900377154,7.27E-07,1.32E-05,dolphin click
2244,Spectrogram 1,1,4821.828522,4825.425381,0,12752.328,3.5969,12752.328,-76.56,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,1397025,1627224,16.55,mooring noise,0.860386789,0.860386789,0.0890508,0.023635028,0.02692464,2.69E-06,1.07E-10,mooring noise
2245,Spectrogram 1,1,4823.132081,4823.216571,25385.475,30689.013,0.0845,5303.538,-105.8,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,1480453,1485861,12.17,dolphin click,0.864094079,0.000383933,0.135030091,0.000451642,0.864094079,1.03E-05,3.00E-05,dolphin click
2246,Spectrogram 1,1,4828.18941,4828.40667,20499.069,24134.078,0.2173,3635.009,-98.69,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,1804122,1818027,13.44,dolphin click,0.970605195,0.009848648,0.019546216,3.73E-08,0.970605195,3.04E-09,4.71E-09,dolphin click
2247,Spectrogram 1,1,4828.76877,4833.307089,0,12275.605,4.5383,12275.605,-70.8,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,1841201,2131654,14.96,dolphin click,0.984165072,0.00136192,0.014271596,0.000196974,0.984165072,1.94E-08,4.50E-06,dolphin click
2248,Spectrogram 1,1,4833.898518,4834.103708,1191.806,4350.093,0.2052,3158.287,-100.65,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,2169505,2182637,12.41,dolphin click,0.996375501,0.002339703,0.000513868,0.000769959,0.996375501,5.72E-08,1.01E-06,dolphin click
2249,Spectrogram 1,1,4834.622718,4834.827908,0,13824.953,0.2052,13824.953,-76.62,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,2215854,2228986,18.37,dolphin click,0.975268006,3.82E-06,0.022771902,1.93E-07,0.975268006,3.86E-09,0.001955988,dolphin click
2250,Spectrogram 1,1,4835.527968,4836.276308,0,10547.486,0.7483,10547.486,-75.02,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,2273790,2321684,14.87,dolphin click,0.969657719,9.96E-07,0.023757216,2.47E-09,0.969657719,5.21E-10,0.006584004,dolphin click
2251,Spectrogram 1,1,4837.088633,4837.728342,0,8104.283,0.6397,8104.283,-69.95,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,2373672,2414614,17.05,mooring noise,0.873708129,0.873708129,0.002936545,0.076089799,0.047118433,3.54E-05,0.000111671,mooring noise
2252,Spectrogram 1,1,4838.597382,4840.516512,0,10726.257,1.9191,10726.257,-75.77,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,2470232,2593057,14.89,dolphin click,0.995333016,0.003286905,9.25E-05,0.000920343,0.995333016,4.32E-05,0.000323946,dolphin click
2253,Spectrogram 1,1,4842.508061,4842.640831,2264.432,7925.512,0.1328,5661.08,-108.78,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,2720516,2729013,11.73,dolphin click,0.998080373,0.001365282,0.000427162,0.000101466,0.998080373,1.64E-06,2.40E-05,dolphin click
2254,Spectrogram 1,1,4844.077161,4845.16346,0,6554.935,1.0863,6554.935,-73.83,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,2820938,2890461,17.81,marine mammal vocalization,0.771126807,3.44E-05,0.771126807,4.83E-05,0.224229291,2.21E-08,0.004561291,marine mammal vocalization
2255,Spectrogram 1,1,4846.06871,4846.49116,0,11679.702,0.4224,11679.702,-76.45,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,2948397,2975434,16.94,dolphin click,0.760169268,2.61E-05,0.038520031,3.83E-05,0.760169268,3.02E-06,0.201243177,dolphin click
2256,Spectrogram 1,1,4846.85326,4847.25157,0,3754.19,0.3983,3754.19,-71.11,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,2998609,3024100,22.67,dolphin click,0.995057225,0.000197114,0.000169581,0.000794768,0.995057225,0.000256553,0.003524658,dolphin click
2257,Spectrogram 1,1,4848.893089,4849.013789,1847.3,4707.635,0.1207,2860.335,-106.83,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,3129158,3136883,11.08,dolphin click,0.928057134,0.013463481,0.000328989,0.056486949,0.928057134,0.000383712,0.0012798,dolphin click
2258,Spectrogram 1,1,4849.677639,4849.774199,1728.119,3873.371,0.0966,2145.252,-103.7,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,3179369,3185549,13.45,dolphin click,0.991798759,0.005065926,0.002544268,0.000583393,0.991798759,7.31E-06,4.30E-07,dolphin click
2259,Spectrogram 1,1,4850.872569,4851.307089,3217.877,4171.322,0.4345,953.445,-102.86,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,3255844,3283654,11.75,dolphin click,0.917272151,0.00828243,0.036217041,0.037673775,0.917272151,1.03E-05,0.000544249,dolphin click
2260,Spectrogram 1,1,4852.272688,4852.586508,0,3694.6,0.3138,3694.6,-71.96,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,3345452,3365537,26.2,mooring noise,0.586301029,0.586301029,0.340586156,0.002502095,0.070609629,1.20E-07,9.75E-07,mooring noise
2261,Spectrogram 1,1,4854.107328,4854.348728,0,6972.067,0.2414,6972.067,-74.16,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,3462869,3478319,20.66,dolphin click,0.986135602,0.000193239,0.013625708,3.51E-05,0.986135602,3.81E-08,1.03E-05,dolphin click
2262,Spectrogram 1,1,4854.714463,4857.719892,0,12692.737,3.0054,12692.737,-75.51,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,3501726,3694073,14.56,dolphin click,0.867005348,2.73E-07,0.132884532,5.48E-10,0.867005348,3.93E-11,0.000109768,dolphin click
2263,Spectrogram 1,1,4859.132081,4859.421761,0,4290.503,0.2897,4290.503,-68.75,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,3784453,3802993,25.32,dolphin click,0.997049451,0.000150814,0.000346741,0.001469533,0.997049451,2.41E-05,0.000959285,dolphin click
2264,Spectrogram 1,1,4861.389171,4861.509871,595.903,8938.547,0.1207,8342.644,-104.35,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,3928907,3936632,13.13,dolphin click,0.978622377,0.003519494,0.017854078,2.84E-06,0.978622377,9.10E-08,1.02E-06,dolphin click
2265,Spectrogram 1,1,4863.10311,4865.73437,0,7806.331,2.6313,7806.331,-73.84,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,4038599,4207000,17.53,dolphin click,0.988263965,6.74E-07,0.011734816,4.31E-09,0.988263965,7.32E-09,4.49E-07,dolphin click
2266,Spectrogram 1,1,4866.434429,4870.345108,0,6912.477,3.9107,6912.477,-73.06,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,4251803,4502087,17.36,dolphin click,0.999324441,1.27E-05,0.000659623,3.11E-06,0.999324441,1.67E-07,1.06E-07,dolphin click
2267,Spectrogram 1,1,4871.117588,4871.383128,1072.626,4409.683,0.2655,3337.057,-104.06,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,4551526,4568520,12.9,dolphin click,0.999872446,4.72E-07,0.000124917,1.07E-06,0.999872446,4.53E-07,5.80E-07,dolphin click
2268,Spectrogram 1,1,4872.098893,4872.980003,0,8044.693,0.8811,8044.693,-73.86,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,4614329,4670720,16.03,dolphin click,0.999800861,2.43E-05,0.000156238,1.77E-05,0.999800861,4.61E-08,9.66E-07,dolphin click
2269,Spectrogram 1,1,4873.812832,4873.909392,0,11620.112,0.0966,11620.112,-75.58,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,4724021,4730201,18.05,dolphin click,0.995674789,4.19E-05,0.00428238,1.90E-07,0.995674789,3.77E-07,3.17E-07,dolphin click
2270,Spectrogram 1,1,4874.742222,4875.031902,0,6018.622,0.2897,6018.622,-73.42,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,4783502,4802042,21.84,dolphin click,0.999616742,0.000278928,4.95E-05,5.45E-05,0.999616742,2.18E-08,2.12E-07,dolphin click
2271,Spectrogram 1,1,4875.756102,4875.925082,0,5184.358,0.169,5184.358,-73.45,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,4848391,4859205,18.56,dolphin click,0.997823596,0.001266235,0.000890532,1.89E-05,0.997823596,9.40E-08,6.08E-07,dolphin click
2272,Spectrogram 1,1,4876.383742,4877.107941,2860.335,4528.864,0.7242,1668.529,-104.68,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,4888559,4934908,11.21,dolphin click,0.798445344,0.003553885,0.198000729,3.15E-08,0.798445344,2.92E-09,1.55E-10,dolphin click
2273,Spectrogram 1,1,4877.445901,4879.111561,0,10785.847,1.6657,10785.847,-75.71,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,4956538,5063140,15.87,dolphin click,0.983411133,0.015232923,0.00052628,0.000809594,0.983411133,2.88E-07,1.99E-05,dolphin click
2274,Spectrogram 1,1,4879.642641,4882.28597,0,11322.16,2.6433,11322.16,-74.1,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,5097129,5266302,13.81,dolphin click,0.967502534,0.025899487,0.006241895,0.000352916,0.967502534,1.62E-07,3.01E-06,dolphin click
2275,Spectrogram 1,1,4883.80679,4884.482709,0,11977.654,0.6759,11977.654,-76.26,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,5363635,5406893,17.28,dolphin click,0.886061192,0.00211743,0.11181134,7.04E-06,0.886061192,6.49E-08,2.82E-06,dolphin click
2276,Spectrogram 1,1,4885.327609,4885.496589,3158.287,3873.371,0.169,715.084,-102.35,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,5460967,5471782,11.42,dolphin click,0.949155927,0.000640205,0.050202012,9.73E-07,0.949155927,1.28E-07,7.14E-07,dolphin click
2277,Spectrogram 1,1,4885.569009,4885.906969,0,5839.851,0.338,5839.851,-73.62,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,5476417,5498046,22.71,dolphin click,0.99995923,6.21E-06,3.45E-05,5.21E-08,0.99995923,5.53E-11,1.21E-07,dolphin click
2278,Spectrogram 1,1,4887.814028,4888.139918,0,6852.886,0.3259,6852.886,-73.02,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,5620098,5640955,18.23,dolphin click,0.995223939,0.001636559,0.0028957,0.000198653,0.995223939,8.15E-07,4.45E-05,dolphin click
2279,Spectrogram 1,1,4888.441668,4889.141728,0,11381.75,0.7001,11381.75,-74.98,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,5660267,5705071,15.07,marine mammal vocalization,0.866673291,8.60E-05,0.866673291,5.92E-06,0.13297762,2.91E-08,0.000257183,marine mammal vocalization
2280,Spectrogram 1,1,4889.890068,4890.179748,0,9832.402,0.2897,9832.402,-75.58,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,5752964,5771504,16.85,marine mammal vocalization,0.567904234,6.51E-05,0.567904234,1.47E-07,0.431472182,6.95E-08,0.000558357,marine mammal vocalization
2281,Spectrogram 1,1,4890.702346,4890.859256,297.952,5541.899,0.1569,5243.947,-86.61,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,5804950,5814992,21.76,dolphin click,0.968509316,2.95E-07,0.031148659,3.40E-11,0.968509316,1.25E-09,0.000341641,dolphin click
2282,Spectrogram 1,1,4891.004096,4892.174885,1430.168,5661.08,1.1708,4230.912,-106.36,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,5824262,5899193,11.6,dolphin click,0.999959707,8.45E-08,4.02E-05,3.02E-10,0.999959707,6.05E-10,2.31E-08,dolphin click
2283,Spectrogram 1,1,4893.381885,4894.419905,0,9296.089,1.038,9296.089,-75.07,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,5976441,6042874,14.93,mooring noise,0.455978394,0.455978394,0.113361582,3.35E-06,0.430656493,5.97E-08,4.59E-09,mooring noise
2284,Spectrogram 1,1,4894.637165,4894.769935,3217.877,4230.912,0.1328,1013.035,-102.94,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6056779,6065276,11.64,dolphin click,0.999025464,4.56E-06,0.000955277,1.26E-07,0.999025464,8.24E-09,1.47E-05,dolphin click
2285,Spectrogram 1,1,4895.107895,4895.916584,0,10011.173,0.8087,10011.173,-75.31,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6086905,6138661,15.9,dolphin click,0.99979502,8.45E-05,0.000116215,3.86E-06,0.99979502,2.75E-08,4.49E-07,dolphin click
2286,Spectrogram 1,1,4896.592504,4896.749414,0,5422.719,0.1569,5422.719,-72.52,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6181920,6191963,21.28,dolphin click,0.999999762,1.18E-09,2.57E-07,1.48E-11,0.999999762,3.36E-11,9.53E-09,dolphin click
2287,Spectrogram 1,1,4897.304634,4898.487494,1549.348,8759.777,1.1829,7210.429,-104.77,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6227497,6303200,11.28,dolphin click,0.993542075,0.001369151,0.005087711,5.96E-07,0.993542075,6.03E-09,4.88E-07,dolphin click
2288,Spectrogram 1,1,4898.644404,4898.861663,0,3456.238,0.2173,3456.238,-70.61,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6313242,6327146,23.1,dolphin click,0.999592483,2.05E-07,0.000407092,2.26E-10,0.999592483,7.30E-10,2.82E-07,dolphin click
2289,Spectrogram 1,1,4899.597933,4899.694493,3098.696,4350.093,0.0966,1251.397,-104.96,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6374268,6380448,11.19,dolphin click,0.99696523,1.21E-06,0.003033525,8.48E-11,0.99696523,9.85E-11,4.64E-09,dolphin click
2290,Spectrogram 1,1,4899.996243,4900.648023,0,5601.49,0.6518,5601.49,-72.6,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6399760,6441473,21.83,dolphin click,0.894167006,6.81E-07,0.105762661,1.71E-09,0.894167006,1.39E-10,6.97E-05,dolphin click
2291,Spectrogram 1,1,4901.818813,4902.675782,2919.926,8819.367,0.857,5899.441,-108.3,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6516404,6571250,10.74,dolphin click,0.999974251,1.98E-08,2.56E-05,5.65E-10,0.999974251,1.90E-09,9.24E-08,dolphin click
2292,Spectrogram 1,1,4903.460332,4904.377652,1310.987,8163.873,0.9173,6852.886,-106.47,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6621461,6680170,11.59,dolphin click,0.999848247,4.73E-08,0.000150817,3.36E-08,0.999848247,1.59E-08,9.88E-07,dolphin click
2293,Spectrogram 1,1,4905.717422,4906.031241,0,6733.706,0.3138,6733.706,-73.93,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6765915,6785999,23.99,dolphin click,0.999970317,1.46E-05,1.49E-05,2.33E-07,0.999970317,1.50E-09,4.05E-09,dolphin click
2294,Spectrogram 1,1,4907.986581,4908.131421,3337.058,6018.622,0.1448,2681.564,-102.51,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6911141,6920411,11.65,dolphin click,0.999982715,8.03E-06,9.00E-06,2.55E-07,0.999982715,4.95E-10,1.56E-07,dolphin click
2295,Spectrogram 1,1,4908.372821,4908.674571,0,4052.142,0.3017,4052.142,-70.83,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,6935861,6955173,22.95,dolphin click,0.993601263,0.000251767,0.006097424,9.61E-06,0.993601263,4.34E-07,3.94E-05,dolphin click
2296,Spectrogram 1,1,4909.98175,4910.34385,0,5780.261,0.3621,5780.261,-71.78,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,7038832,7062006,24.32,marine mammal vocalization,0.688006222,3.16E-06,0.688006222,9.79E-10,0.311990589,1.05E-09,1.06E-08,marine mammal vocalization
2297,Spectrogram 1,1,4911.731899,4912.093999,0,6495.345,0.3621,6495.345,-73.54,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,7150842,7174016,23.8,dolphin click,0.642913222,9.84E-07,0.357031316,5.41E-10,0.642913222,5.80E-10,5.44E-05,dolphin click
2298,Spectrogram 1,1,4912.818199,4912.987179,3337.058,4350.093,0.169,1013.035,-102.13,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,7220365,7231179,12.32,dolphin click,0.950030386,5.17E-05,0.049917933,6.17E-09,0.950030386,5.77E-11,5.28E-08,dolphin click
2299,Spectrogram 1,1,4913.204439,4913.457909,4171.322,12811.918,0.2535,8640.596,-106.4,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,7245084,7261306,11.42,dolphin click,0.951616526,0.000150782,0.048232544,3.43E-08,0.951616526,4.86E-10,2.16E-07,dolphin click
2300,Spectrogram 1,1,4914.097619,4915.775348,0,8342.644,1.6777,8342.644,-74.71,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,7302248,7409622,15.42,dolphin click,0.995712042,1.98E-06,0.004285997,1.57E-08,0.995712042,6.41E-09,2.28E-08,dolphin click
2301,Spectrogram 1,1,4916.487478,4916.608178,0,7627.561,0.1207,7627.561,-74.44,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,7455199,7462923,15.09,dolphin click,0.999931812,1.50E-08,6.82E-05,3.75E-11,0.999931812,1.01E-11,4.11E-11,dolphin click
2302,Spectrogram 1,1,4918.297977,4918.768707,2800.745,8342.644,0.4707,5541.899,-107.69,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,7571071,7601197,10.6,dolphin click,0.999737561,1.03E-07,0.000262333,6.43E-11,0.999737561,2.64E-10,5.29E-09,dolphin click
2303,Spectrogram 1,1,4918.792847,4919.625677,0,12752.328,0.8328,12752.328,-75.68,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,7602742,7656043,15.06,marine mammal vocalization,0.592028797,9.10E-06,0.592028797,7.47E-08,0.407962024,3.46E-09,5.14E-09,marine mammal vocalization
2304,Spectrogram 1,1,4920.868887,4921.327547,0,11858.473,0.4587,11858.473,-76.41,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,7735609,7764963,15.83,dolphin click,0.680360198,0.000853459,0.318733066,4.90E-05,0.680360198,3.88E-06,3.15E-07,dolphin click
2305,Spectrogram 1,1,4922.172446,4922.498336,0,6256.983,0.3259,6256.983,-73.11,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,7819037,7839894,17.69,dolphin click,0.955509067,2.33E-06,0.036634307,3.10E-07,0.955509067,4.51E-09,0.007854071,dolphin click
2306,Spectrogram 1,1,4923.898456,4924.357116,0,6018.622,0.4587,6018.622,-69.72,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,7929501,7958855,24.7,dolphin click,0.817664027,4.47E-05,0.125194967,0.057015091,0.817664027,8.10E-05,1.61E-07,dolphin click
2307,Spectrogram 1,1,4925.564115,4925.829655,0,12275.605,0.2655,12275.605,-74.13,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,8036103,8053098,15.34,dolphin click,0.999987364,2.23E-06,9.92E-06,4.74E-07,0.999987364,6.56E-09,2.49E-08,dolphin click
2308,Spectrogram 1,1,4927.450654,4927.993804,0,11322.16,0.5431,11322.16,-75.76,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,8156842,8191603,15.83,dolphin click,0.969527841,0.001473807,0.028742328,0.000131613,0.969527841,1.97E-05,0.000104737,dolphin click
2309,Spectrogram 1,1,4928.573164,4929.261154,2324.022,6435.754,0.688,4111.732,-100.7,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,8228682,8272714,11.99,dolphin click,0.552031517,0.040765375,0.374466956,0.032529023,0.552031517,0.000207166,1.11E-08,dolphin click
2310,Spectrogram 1,1,4931.361333,4931.723433,0,4767.225,0.3621,4767.225,-72.18,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,8407125,8430300,19.77,dolphin click,0.535329103,0.01672204,0.445494533,0.002450562,0.535329103,3.79E-06,1.56E-08,dolphin click
2311,Spectrogram 1,1,4932.109673,4932.339003,0,12037.244,0.2293,12037.244,-75.73,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,8455019,8469696,13.21,marine mammal vocalization,0.852033854,0.003850565,0.852033854,0.00155717,0.142496467,4.51E-06,5.75E-05,marine mammal vocalization
2312,Spectrogram 1,1,4932.918363,4933.944312,0,12394.786,1.0259,12394.786,-76.02,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,8506775,8572436,15.02,dolphin click,0.999493599,5.03E-06,0.000499524,2.93E-08,0.999493599,1.53E-07,1.78E-06,dolphin click
2313,Spectrogram 1,1,4936.237612,4936.611782,2979.516,5422.719,0.3742,2443.203,-102.97,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,8719207,8743154,12.58,dolphin click,0.99825877,6.31E-05,0.001669157,5.66E-06,0.99825877,9.32E-07,2.41E-06,dolphin click
2314,Spectrogram 1,1,4936.949742,4937.879131,0,12513.966,0.9294,12513.966,-76.02,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,8764783,8824264,15.65,dolphin click,0.995949507,0.000454439,0.003593229,2.71E-06,0.995949507,8.02E-09,2.39E-08,dolphin click
2315,Spectrogram 1,1,4937.963621,4938.277441,0,30986.965,0.3138,30986.965,-80.68,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,8829672,8849756,15.98,dolphin click,0.99961096,3.09E-05,0.000357458,5.82E-07,0.99961096,2.62E-08,1.37E-07,dolphin click
2316,Spectrogram 1,1,4938.506771,4938.699891,3098.696,4171.322,0.1931,1072.626,-104,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,8864433,8876793,11.71,dolphin click,0.989471316,1.27E-05,0.010512125,2.77E-06,0.989471316,1.65E-08,1.16E-06,dolphin click
2317,Spectrogram 1,1,4940.329341,4942.73127,0,10189.944,2.4019,10189.944,-75.22,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,8981078,9134801,14.59,dolphin click,0.993248343,4.28E-08,0.006737846,2.58E-09,0.993248343,6.25E-11,1.39E-05,dolphin click
2318,Spectrogram 1,1,4943.81757,4944.638329,0,6376.164,0.8208,6376.164,-73.34,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,9204324,9256853,16.71,dolphin click,0.997452676,6.78E-08,0.002547037,7.79E-11,0.997452676,1.59E-11,9.85E-08,dolphin click
2319,Spectrogram 1,1,4946.790408,4947.961198,0,6316.574,1.1708,6316.574,-73.46,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,9394586,9469517,19.4,marine mammal vocalization,0.938598335,0.006254029,0.938598335,5.66E-05,0.055091091,1.46E-08,1.09E-08,marine mammal vocalization
2320,Spectrogram 1,1,4949.469948,4949.856187,0,4707.635,0.3862,4707.635,-71.34,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,9566077,9590796,19.56,dolphin click,0.92055589,0.00493844,0.074480206,6.32E-06,0.92055589,1.86E-07,1.88E-05,dolphin click
2321,Spectrogram 1,1,4949.976887,4952.101207,0,12752.328,2.1243,12752.328,-75.94,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,9598521,9734477,15.5,dolphin click,0.998258054,7.02E-05,0.001671727,1.11E-08,0.998258054,9.10E-10,1.25E-08,dolphin click
2322,Spectrogram 1,1,4953.368556,4954.153106,0,11918.063,0.7845,11918.063,-76.7,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,9815588,9865799,15.2,dolphin click,0.999888897,2.83E-05,8.27E-05,1.05E-09,0.999888897,5.98E-13,1.90E-09,dolphin click
2323,Spectrogram 1,1,4954.708326,4954.841096,1668.529,3992.551,0.1328,2324.022,-102.61,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,9901333,9909830,11.84,dolphin click,0.96302098,0.002956971,0.033922043,7.38E-06,0.96302098,5.51E-11,9.27E-05,dolphin click
2324,Spectrogram 1,1,4955.504946,4955.854976,0,5363.128,0.35,5363.128,-71.98,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,9952317,9974718,21.52,dolphin click,0.830907524,0.000103048,0.168756306,0.000112965,0.830907524,3.59E-10,0.000120218,dolphin click
2325,Spectrogram 1,1,4956.675736,4956.929205,536.313,7746.741,0.2535,7210.428,-102.64,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,10027247,10043469,13.26,dolphin click,0.915070951,0.004056805,0.074150756,0.006714514,0.915070951,7.33E-07,6.27E-06,dolphin click
2326,Spectrogram 1,1,4958.172415,4958.619005,0,7865.922,0.4466,7865.922,-70.91,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,10123035,10151616,22.96,dolphin click,0.988002658,2.58E-05,0.011971205,2.21E-07,0.988002658,5.07E-10,6.78E-08,dolphin click
2327,Spectrogram 1,1,4958.872475,4959.536325,0,10309.125,0.6638,10309.125,-74.77,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,10167838,10210325,15.12,dolphin click,0.998905778,1.69E-06,0.001092519,1.68E-09,0.998905778,1.62E-11,3.72E-10,dolphin click
2328,Spectrogram 1,1,4959.970845,4960.332944,0,7627.561,0.3621,7627.561,-74.89,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,10238134,10261308,19.43,dolphin click,0.997394919,5.30E-07,0.002604598,1.30E-10,0.997394919,1.16E-12,1.69E-10,dolphin click
2329,Spectrogram 1,1,4960.851954,4960.984724,834.264,4528.864,0.1328,3694.6,-96.73,AMAR1183.20240425T042725Z.wav,AMAR1183.20240425T042725Z.wav,10294525,10303022,15.69,dolphin click,0.956644475,0.009260795,0.033594497,0.000500041,0.956644475,1.74E-08,7.66E-08,dolphin click
